epoch: 0, loss: 0.2843891382217407, acc: 0.0
epoch: 3600, loss: 0.03874403238296509, acc: 1.0
epoch: 3650, loss: 0.001410106080584228, acc: 1.0
epoch: 3700, loss: 0.0005303654470480978, acc: 1.0
epoch: 3750, loss: 0.030549686402082443, acc: 1.0
epoch: 3800, loss: 0.0008963352302089334, acc: 1.0
epoch: 3850, loss: 0.000494765059556812, acc: 1.0
epoch: 3900, loss: 0.03660247474908829, acc: 1.0
epoch: 3950, loss: 0.0004000441695097834, acc: 1.0
epoch: 4000, loss: 0.00021266831026878208, acc: 1.0
epoch: 4050, loss: 0.02628941461443901, acc: 1.0
epoch: 4100, loss: 0.0008163520251400769, acc: 1.0
epoch: 4150, loss: 0.00031171669252216816, acc: 1.0
epoch: 4200, loss: 0.04095608368515968, acc: 1.0
epoch: 4250, loss: 0.0006299717351794243, acc: 1.0
epoch: 4300, loss: 0.00028668291633948684, acc: 1.0
epoch: 4350, loss: 0.028121711686253548, acc: 1.0
epoch: 4400, loss: 0.000721217948012054, acc: 1.0
epoch: 4450, loss: 0.0002014123456319794, acc: 1.0
epoch: 4500, loss: 0.03641429543495178, acc: 1.0
epoch: 4550, loss: 0.0001742232561809942, acc: 1.0
epoch: 4600, loss: 8.691826224094257e-05, acc: 1.0
epoch: 4650, loss: 0.02648155950009823, acc: 1.0
epoch: 4700, loss: 0.0008032814366742969, acc: 1.0
epoch: 4750, loss: 5.167188646737486e-05, acc: 1.0
epoch: 4800, loss: 0.023733898997306824, acc: 1.0
epoch: 4850, loss: 0.00035734253469854593, acc: 1.0
epoch: 4900, loss: 4.323942994233221e-05, acc: 1.0
epoch: 4950, loss: 0.033999860286712646, acc: 1.0
Training finished
Evaluated 1 graphs
Completed evaluation.
Eval loss: 0.1844569742679596, accuracy 0.837837815284729
